EMDB id,Status,Entry_Title,Entry_Authors,Deposit_Date,Map_Release,Resolution,Method,Detector,Energy_Filter,Associated_PDB,Citation_Authors,Citation_Year,Journal
EMD-3703,REL,Human cytoplasmic dynein-1 tail in the twisted N-terminus state,"Zhang K, Foster HE, Carter AP",5/4/2017,6/28/2017,8.4,singleParticle,FEI FALCON II (4k x 4k),,5nvs,"Zhang K, Foster HE, Rondelet A, Lacey SE, Bahi-Buisson N, Bird AW, Carter AP",2017,Cell
EMD-3704,REL,Human cytoplasmic dynein-1 tail in the parallel state,"Zhang K, Foster HE, Carter AP",5/4/2017,6/28/2017,12,singleParticle,FEI FALCON II (4k x 4k),,,"Zhang K, Foster HE, Rondelet A, Lacey SE, Bahi-Buisson N, Bird AW, Carter AP",2017,Cell
EMD-3705,REL,Full length human cytoplasmic dynein-1 in the phi-particle conformation,"Zhang K, Foster HE, Carter AP",5/4/2017,8/9/2017,15,singleParticle,FEI FALCON II (4k x 4k),,5nvu,"Zhang K, Foster HE, Rondelet A, Lacey SE, Bahi-Buisson N, Bird AW, Carter AP",2017,Cell
EMD-3706,REL,Human cytoplasmic dynein-1 bound to dynactin and an N-terminal construct of BICD2,"Zhang K, Foster HE, Carter AP",5/5/2017,8/2/2017,8.7,singleParticle,FEI FALCON II (4k x 4k),,5nw4,"Zhang K, Foster HE, Rondelet A, Lacey SE, Bahi-Buisson N, Bird AW, Carter AP",2017,Cell
EMD-3707,REL,Locally refined human cytoplasmic dynein-1 tail bound to dynactin and an N-terminal construct of BICD2,"Zhang K, Foster HE, Carter AP",5/5/2017,6/28/2017,12,singleParticle,FEI FALCON II (4k x 4k),,,"Zhang K, Foster HE, Rondelet A, Lacey SE, Bahi-Buisson N, Bird AW, Carter AP",2017,Cell
EMD-3708,REL,Negative-stain surface of SorCS1 monomer,"Moeller A, Januliene D",5/5/2017,9/6/2017,18,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Januliene D, Manavalan A, Ovesen PL, Pedersen KM, Thirup S, Nykjr A, Moeller A",2017,J Mol Biol
EMD-3709,REL,Negative-stain surface of human SorCS1 dimer,"Moeller A, Januliene D",5/5/2017,9/6/2017,23,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Januliene D, Manavalan A, Ovesen PL, Pedersen KM, Thirup S, Nykjr A, Moeller A",2017,J Mol Biol
EMD-3710,REL,"Negative-stain surface of human SorCS2 dimer in ""yin-yang"" conformation","Moeller A, Januliene D",5/6/2017,9/6/2017,23,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Januliene D, Manavalan A, Ovesen PL, Pedersen KM, Thirup S, Nykjr A, Moeller A",2017,J Mol Biol
EMD-3711,REL,Negative-stain surface of human SorCS3 dimer,"Moeller A, Januliene D",5/6/2017,9/6/2017,22,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Januliene D, Manavalan A, Ovesen PL, Pedersen KM, Thirup S, Nykjr A, Moeller A",2017,J Mol Biol
EMD-3712,REL,Human BBsome core complex with subunits BBS1  BBS4  BBS5  BBS8  BBS9  BBS18,"Klink BU, Zent E, Juneja P, Kuhlee A, Raunser S, Wittinghofer A",5/8/2017,12/6/2017,23,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Klink BU, Zent E, Juneja P, Kuhlee A, Raunser S, Wittinghofer A",2017,Elife
EMD-3713,REL,2.9 A cryo-EM structure of VemP-stalled ribosome-nascent chain complex,"Su T, Cheng J, Sohmen D, Hedman R, Berninghausen O, von Heijne G, Wilson DN, Beckmann R",5/8/2017,7/19/2017,2.9,singleParticle,FEI FALCON II (4k x 4k),,5nwy,"Su T, Cheng J, Sohmen D, Hedman R, Berninghausen O, von Heijne G, Wilson DN, Beckmann R",2017,Elife
EMD-3714,REL,Asymmetric RNA feature in T=4 HBV virus-like particle.,"Patel N, White SJ, Thompson RF, Bingham R, Weiss EU, Maskell DP, Zlotnick A, Dykeman E, Tuma R, Twarock R, Ranson NA, Stockley PG",5/10/2017,6/28/2017,11.4,singleParticle,FEI FALCON II (4k x 4k),,,"Patel N, White SJ, Thompson RF, Bingham R, Wei EU, Maskell DP, Zlotnick A, Dykeman E, Tuma R, Twarock R, Ranson NA, Stockley PG",2017,Nat Microbiol
EMD-3715,REL,T=4 HBV virus-like particle.,"Patel N, White SJ, Thompson RF, Bingham R, Weiss EU, Maskell DP, Zlotnick A, Dykeman E, Tuma R, Twarock R, Ranson NA, Stockley PG",5/10/2017,6/28/2017,4.7,singleParticle,FEI FALCON II (4k x 4k),,,"Patel N, White SJ, Thompson RF, Bingham R, Wei EU, Maskell DP, Zlotnick A, Dykeman E, Tuma R, Twarock R, Ranson NA, Stockley PG",2017,Nat Microbiol
EMD-3716,REL,T=3 HBV virus-like particle.,"Patel N, White SJ, Thompson RF, Bingham R, Weiss EU, Maskell DP, Zlotnick A, Dykeman E, Tuma R, Twarock R, Ranson NA, Stockley PG",5/10/2017,6/28/2017,5.6,singleParticle,FEI FALCON II (4k x 4k),,,"Patel N, White SJ, Thompson RF, Bingham R, Wei EU, Maskell DP, Zlotnick A, Dykeman E, Tuma R, Twarock R, Ranson NA, Stockley PG",2017,Nat Microbiol
EMD-3717,REL,Structure of differently sized plant protein,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",5/10/2017,8/23/2017,25,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",2017,Structure
EMD-3718,REL,3 4-dihydroxybenzoate decarboxylase AroY from Enterobacter cloacae in the apo state,"Baerland N, Kaltwasser S, Vonck J, Pavkov-Keller T",5/12/2017,9/13/2017,4.6,singleParticle,GATAN K2 SUMMIT (4k x 4k),JEOL in-column filter with a width of 20eV,,"Payer SE, Marshall SA, Barland N, Sheng X, Reiter T, Dordic A, Steinkellner G, Wuensch C, Kaltwasser S, Fisher K, Rigby SEJ, Macheroux P, Vonck J, Gruber K, Faber K, Himo F, Leys D, Pavkov-Keller T, Glueck SM",2017,Angew Chem Int Ed Engl
EMD-3720,REL,The structure of the COPI coat leaf,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Roehling S, Hagen WJH, Sinning I, Wieland F, Briggs JAG",5/15/2017,6/28/2017,9.2,subtomogramAveraging,GATAN K2 QUANTUM (4k x 4k),GIF Quantum LS,5nzr,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Rohling S, Hagen WJ, Sinning I, Wieland F, Briggs JA",2017,Elife
EMD-3721,REL,The structure of the COPI coat leaf in complex with the ArfGAP2 uncoating factor,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Roehling S, Hagen WJH, Sinning I, Wieland F, Briggs JAG",5/15/2017,6/28/2017,10.1,subtomogramAveraging,GATAN K2 QUANTUM (4k x 4k),GIF Quantum LS,5nzs,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Rohling S, Hagen WJ, Sinning I, Wieland F, Briggs JA",2017,Elife
EMD-3722,REL,The structure of the COPI coat linkage I,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Roehling S, Hagen WJH, Sinning I, Wieland F, Briggs JAG",5/15/2017,6/28/2017,17,subtomogramAveraging,GATAN K2 QUANTUM (4k x 4k),GIF Quantum LS,5nzt,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Rohling S, Hagen WJ, Sinning I, Wieland F, Briggs JA",2017,Elife
EMD-3723,REL,The structure of the COPI coat linkage II,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Roehling S, Hagen WJH, Sinning I, Wieland F, Briggs JAG",5/15/2017,6/28/2017,15,subtomogramAveraging,GATAN K2 QUANTUM (4k x 4k),GIF Quantum LS,5nzu,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Rohling S, Hagen WJ, Sinning I, Wieland F, Briggs JA",2017,Elife
EMD-3724,REL,The structure of the COPI coat linkage IV,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Roehling S, Hagen WJH, Sinning I, Wieland F, Briggs JAG",5/15/2017,6/28/2017,17.3,subtomogramAveraging,GATAN K2 QUANTUM (4k x 4k),GIF Quantum LS,5nzv,"Dodonova SO, Aderhold P, Kopp J, Ganeva I, Rohling S, Hagen WJ, Sinning I, Wieland F, Briggs JA",2017,Elife
EMD-3725,REL,Negative-stain EM structure of the A. tumefaciens outer-membrane core complex,"Costa TRD, Orlova EV, Waksman G",5/15/2017,6/28/2017,21,singleParticle,GATAN ULTRASCAN 4000 (4k x 4k),,,"Gordon JE, Costa TRD, Patel RS, Gonzalez-Rivera C, Sarkar MK, Orlova EV, Waksman G, Christie PJ",2017,Mol MicroBiol
EMD-3726,REL,BtubABC mini microtubule,"Deng X, Bharat TAM, Lowe J",5/16/2017,7/19/2017,3.6,helical,FEI FALCON II (4k x 4k),,5o09,"Deng X, Fink G, Bharat TAM, He S, Kureisaite-Ciziene D, Lowe J",2017,Proc Natl Acad Sci USA
EMD-3727,REL,RNA polymerase I pre-initiation complex,"Sadian Y, Tafur L, Kosinski J, Jakobi AJ, Wetzel R, Buczak K, Hagen WJH, Beck M, Sachse C, Muller CW",5/17/2017,7/26/2017,4.4,singleParticle,GATAN K2 SUMMIT (4k x 4k),,5oa1,"Sadian Y, Tafur L, Kosinski J, Jakobi AJ, Wetzel R, Buczak K, Hagen WJ, Beck M, Sachse C, Muller CW",2017,EMBO J
EMD-3728,REL,RNA polymerase I pre-initiation complex (CF focused refinement),"Sadian Y, Tafur L, Kosinski J, Jakobi AJ, Wetzel R, Buczak K, Hagen WJH, Beck M, Sachse C, Muller CW",5/17/2017,7/26/2017,4,singleParticle,GATAN K2 SUMMIT (4k x 4k),,,"Sadian Y, Tafur L, Kosinski J, Jakobi AJ, Wetzel R, Buczak K, Hagen WJ, Beck M, Sachse C, Muller CW",2017,EMBO J
EMD-3729,REL,RNA polymerase I pre-initiation complex (Pol-Rrn3 focused refinement),"Sadian Y, Tafur L, Kosinski J, Jakobi AJ, Wetzel R, Buczak K, Hagen WJH, Beck M, Sachse C, Muller CW",5/17/2017,7/26/2017,3.9,singleParticle,GATAN K2 SUMMIT (4k x 4k),,,"Sadian Y, Tafur L, Kosinski J, Jakobi AJ, Wetzel R, Buczak K, Hagen WJ, Beck M, Sachse C, Muller CW",2017,EMBO J
EMD-3730,REL,Cryo-EM structure of the proline-rich antimicrobial peptide Api137 bound to the terminating ribosome,"Graf M, Berninghausen O, Beckmann R, Wilson DN",5/22/2017,7/26/2017,3.4,singleParticle,FEI FALCON II (4k x 4k),,5o2r,"Florin T, Maracci C, Graf M, Karki P, Klepacki D, Berninghausen O, Beckmann R, Vazquez-Laslop N, Wilson DN, Rodnina MV, Mankin AS",2017,Nat Struct Mol Biol
EMD-3731,REL,Mitochondrial complex I in the deactive state,"Blaza JN, Vinothkumar KR, Hirst J",5/23/2017,1/17/2018,4.1,singleParticle,FEI FALCON II (4k x 4k),,5o31,"Blaza JN, Vinothkumar KR, Hirst J",2018,Structure
EMD-3732,REL,Non-rotated ribosome class 1 with A- and P-site tRNAs of the Rqt1-FTP pulldown,"Matsuo Y, Ikeuchi K, Saeki Y, Iwasaki S, Schmidt C, Udagawa T, Sato F, Tsuchiya H, Becker T, Tanaka K, Ingolia N, Beckmann R, Inada T",5/23/2017,8/9/2017,7,singleParticle,FEI FALCON II (4k x 4k),,,"Matsuo Y, Ikeuchi K, Saeki Y, Iwasaki S, Schmidt C, Udagawa T, Sato F, Tsuchiya H, Becker T, Tanaka K, Ingolia NT, Beckmann R, Inada T",2017,Nat Commun
EMD-3733,REL,Minor class in a preparation of mitochondrial complex I set in the deactive state,"Blaza JN, Vinothkumar KR, Hirst J",5/23/2017,1/17/2018,7.5,singleParticle,FEI FALCON II (4k x 4k),,,"Blaza JN, Vinothkumar KR, Hirst J",2018,Structure
EMD-3734,REL,Class 1 of rotated ribosomes (rotated 1 state) with A/A- and P/E-site tRNAs of the Rqt1-FTP pulldown,"Matsuo Y, Ikeuchi K, Saeki Y, Iwasaki S, Schmidt C, Udagawa T, Sato F, Tsuchiya H, Becker T, Tanaka K, Ingolia N, Beckmann R, Inada T",5/23/2017,8/9/2017,7,singleParticle,FEI FALCON II (4k x 4k),,,"Matsuo Y, Ikeuchi K, Saeki Y, Iwasaki S, Schmidt C, Udagawa T, Sato F, Tsuchiya H, Becker T, Tanaka K, Ingolia NT, Beckmann R, Inada T",2017,Nat Commun
EMD-3735,REL,Class 2 of rotated ribosomes (rotated 1 state) with A/A- and P/E-site tRNAs of the Rqt1-FTP pulldown,"Matsuo Y, Ikeuchi K, Saeki Y, Iwasaki S, Schmidt C, Udagawa T, Sato F, Tsuchiya H, Becker T, Tanaka K, Ingolia N, Beckmann R, Inada T",5/23/2017,8/9/2017,7,singleParticle,FEI FALCON II (4k x 4k),,,"Matsuo Y, Ikeuchi K, Saeki Y, Iwasaki S, Schmidt C, Udagawa T, Sato F, Tsuchiya H, Becker T, Tanaka K, Ingolia NT, Beckmann R, Inada T",2017,Nat Commun
EMD-3736,REL,Class 1 of rotated ribosomes (rotated 2 state) with A/P- and P/E-site tRNAs of the Rqt1-FTP pulldown,"Matsuo Y, Ikeuchi K, Saeki Y, Iwasaki S, Schmidt C, Udagawa T, Sato F, Tsuchiya H, Becker T, Tanaka K, Ingolia N, Beckmann R, Inada T",5/23/2017,8/9/2017,7,singleParticle,FEI FALCON II (4k x 4k),,,"Matsuo Y, Ikeuchi K, Saeki Y, Iwasaki S, Schmidt C, Udagawa T, Sato F, Tsuchiya H, Becker T, Tanaka K, Ingolia NT, Beckmann R, Inada T",2017,Nat Commun
EMD-3737,REL,Structure of IM30 in C10-symmetrical assembly,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",5/24/2017,8/23/2017,25,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",2017,Structure
EMD-3738,REL,Structure of IM30 in C12-symmetrical assembly,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",5/24/2017,8/23/2017,25,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",2017,Structure
EMD-3739,REL,Structure of IM30 in C13-symmetrical assembly,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",5/24/2017,8/23/2017,25,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",2017,Structure
EMD-3740,REL,Structure of IM30 in C14-symmetrical assembly,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",5/24/2017,8/23/2017,25,singleParticle,TVIPS TEMCAM-F416 (4k x 4k),,,"Saur M, Hennig R, Young P, Rusitzka K, Hellmann N, Heidrich J, Morgner N, Markl J, Schneider D",2017,Structure
EMD-3741,REL,Paired helical filament in Alzheimer's disease brain,"Fitzpatrick AWP, Falcon B, He S, Murzin AG, Murshudov G, Garringer HG, Crowther RA, Ghetti B, Goedert M, Scheres SHW",5/24/2017,7/26/2017,3.4,helical,GATAN K2 QUANTUM (4k x 4k),GIF Quantum,5o3l,"Fitzpatrick AWP, Falcon B, He S, Murzin AG, Murshudov G, Garringer HJ, Crowther RA, Ghetti B, Goedert M, Scheres SHW",2017,Nature
EMD-3742,REL,Pronase-treated paired helical filament in Alzheimer's disease brain,"Fitzpatrick AWP, Falcon B, He S, Murzin AG, Murshudov G, Garringer HG, Crowther RA, Ghetti B, Goedert M, Scheres SHW",5/24/2017,7/26/2017,3.5,helical,GATAN K2 QUANTUM (4k x 4k),GIF Quantum,5o3o,"Fitzpatrick AWP, Falcon B, He S, Murzin AG, Murshudov G, Garringer HJ, Crowther RA, Ghetti B, Goedert M, Scheres SHW",2017,Nature
EMD-3743,REL,Straight filament in Alzheimer's disease brain,"Fitzpatrick AWP, Falcon B, He S, Murzin AG, Murshudov G, Garringer HG, Crowther RA, Ghetti B, Goedert M, Scheres SHW",5/24/2017,7/26/2017,3.4,helical,GATAN K2 QUANTUM (4k x 4k),GIF Quantum,5o3t,"Fitzpatrick AWP, Falcon B, He S, Murzin AG, Murshudov G, Garringer HJ, Crowther RA, Ghetti B, Goedert M, Scheres SHW",2017,Nature
EMD-3744,REL,Pronase-treated straight filament in Alzheimer's disease brain,"Fitzpatrick AWP, Falcon B, He S, Murzin AG, Murshudov G, Garringer HG, Crowther RA, Ghetti B, Goedert M, Scheres SHW",5/25/2017,7/26/2017,4.9,helical,GATAN K2 QUANTUM (4k x 4k),GIF Quantum,,"Fitzpatrick AWP, Falcon B, He S, Murzin AG, Murshudov G, Garringer HJ, Crowther RA, Ghetti B, Goedert M, Scheres SHW",2017,Nature
EMD-3745,REL,Cryo-EM structure of the foot-containing 80S ribosome,"Sarkar A, Thoms M, Barrio-Garcia C, Thomson E, Flemming D, Beckmann R, Hurt E",5/26/2017,6/13/2018,7.3,singleParticle,FEI FALCON II (4k x 4k),,,"Sarkar A, Thoms M, Barrio-Garcia C, Thomson E, Flemming D, Beckmann R, Hurt E",,To Be Published
EMD-3746,REL,The flagellin of Pyrococcus furiosus,"Daum B, Vonck J, Bellack A, Chaudhuri P, Reichelt R, Albers S-V, Rachel R, Kuehlbrandt W",5/31/2017,7/5/2017,4.2,helical,GATAN K2 SUMMIT (4k x 4k),JEOL in-column energy filter with a slit width of 20 eV,5o4u,"Daum B, Vonck J, Bellack A, Chaudhury P, Reichelt R, Albers SV, Rachel R, Kuhlbrandt W",2017,Elife
EMD-3747,REL,Poliovirus type 3 (strain Saukett) stabilized virus-like particle,"Bahar MW, Kotecha A, Fry EE, Stuart DI",6/1/2017,7/12/2017,3.6,singleParticle,FEI FALCON II (4k x 4k),,5o5b,"Marsian J, Fox H, Bahar MW, Kotecha A, Fry EE, Stuart DI, Macadam AJ, Rowlands DJ, Lomonossoff GP",2017,Nat Commun
EMD-3748,REL,Cryo-EM reconstruction of the small subunit of the Mycobacterium smegmatis ribosome,"Hentschel J, Burnside C, Mignot I, Leibundgut M, Boehringer D, Ban N",6/2/2017,7/12/2017,3.5,singleParticle,FEI FALCON II (4k x 4k),,5o5j,"Hentschel J, Burnside C, Mignot I, Leibundgut M, Boehringer D, Ban N",2017,Cell Rep
EMD-3749,REL,Poliovirus type 3 (strain Saukett) stabilized virus-like particle in complex with the pocket factor compound GPP3,"Bahar MW, Kotecha A, Fry EE, Stuart DI",6/2/2017,7/12/2017,4.1,singleParticle,GATAN K2 SUMMIT (4k x 4k),GIF Quantum,5o5p,"Marsian J, Fox H, Bahar MW, Kotecha A, Fry EE, Stuart DI, Macadam AJ, Rowlands DJ, Lomonossoff GP",2017,Nat Commun
EMD-3750,REL,Cryo-EM reconstruction of the large subunit of the Mycobacterium smegmatis ribosome,"Hentschel J, Burnside C, Mignot I, Leibundgut M, Boehringer D, Ban N",6/2/2017,7/12/2017,3.2,singleParticle,FEI FALCON II (4k x 4k),,5o60,"Hentschel J, Burnside C, Mignot I, Leibundgut M, Boehringer D, Ban N",2017,Cell Rep
EMD-3751,REL,Cryo-EM reconstruction of the Mycobacterium smegmatis 70S ribosome,"Hentschel J, Burnside C, Mignot I, Leibundgut M, Boehringer D, Ban N",6/3/2017,7/12/2017,3.3,singleParticle,FEI FALCON II (4k x 4k),,5o61,"Hentschel J, Burnside C, Mignot I, Leibundgut M, Boehringer D, Ban N",2017,Cell Rep
EMD-3752,REL,The cryo-EM structure of Tick-borne encephalitis virus mature particle,"Fuzik T, Plevka P",6/6/2017,2/7/2018,3.9,singleParticle,FEI FALCON II (4k x 4k),,5o6a,"Fuzik T, Formanova P, Ruzek D, Yoshii K, Niedrig M, Plevka P",2018,Nat Commun
EMD-3753,REL,Negative stain 3D single particle reconstruction of the isolated surface adhesin P140/P110 complex of Mycoplasma genitalium.,Scheffer MP,6/6/2017,7/26/2017,19,singleParticle,FEI EAGLE (4k x 4k),,,"Scheffer MP, Gonzalez-Gonzalez L, Seybert A, Ratera M, Kunz M, Valpuesta JM, Fita I, Querol E, Pinol J, Martin-Benito J, Frangakis AS",2017,Mol MicroBiol
EMD-3754,REL,The cryo-EM structure of Tick-borne encephalitis virus complexed with Fab fragment of neutralizing antibody 19/1786,"Fuzik T, Plevka P",6/7/2017,2/7/2018,3.9,singleParticle,FEI FALCON II (4k x 4k),,5o6v,"Fuzik T, Formanova P, Ruzek D, Yoshii K, Niedrig M, Plevka P",2018,Nat Commun
EMD-3755,REL,Cryo-EM map of Tick-borne encephalitis virus complexed with Fab fragment of neutralizing antibody 19/1786 at pH 5.8,"Fuzik T, Plevka P",6/7/2017,2/7/2018,19.2,singleParticle,FEI FALCON II (4k x 4k),,,"Fuzik T, Formanova P, Ruzek D, Yoshii K, Niedrig M, Plevka P",2018,Nat Commun
EMD-3756,REL,Sub-tomogram average of the surface adhesin (NAP) complex from Mycoplasma genitalium cells by cryo-electron tomography.,"Scheffer MP, Gonzalez-Gonzalez L, Frangakis AS",6/7/2017,7/12/2017,26,subtomogramAveraging,GATAN K2 SUMMIT (4k x 4k),,,"Scheffer MP, Gonzalez-Gonzalez L, Seybert A, Ratera M, Kunz M, Valpuesta JM, Fita I, Querol E, Pinol J, Martin-Benito J, Frangakis AS",2017,Mol MicroBiol
EMD-3757,REL,CryoEM structure of C. thermophilum fatty acid synthase from native cell extract,"Kastritis PL, O'Reilly F, Bock T, Li Y, Rogon ZM, Buczak K, Romanov N, Betts M, Bui KH, Hagen WJ, Hennrich ML, Mackmull MT, Rappsilber J, Russell R, Bork P, Beck M, Gavin AC",6/7/2017,7/12/2017,4.7,singleParticle,FEI FALCON II (4k x 4k),,,"Kastritis PL, O'Reilly FJ, Bock T, Li Y, Rogon MZ, Buczak K, Romanov N, Betts MJ, Bui KH, Hagen WJ, Hennrich ML, Mackmull MT, Rappsilber J, Russell RB, Bork P, Beck M, Gavin AC",2017,Mol Syst Biol
EMD-3759,REL,Sub-tomogram average of the archaellum motor complex from Pyrococcus furiosus,Daum B,6/13/2017,7/12/2017,68,subtomogramAveraging,GATAN K2 SUMMIT (4k x 4k),Gatan Tridem,,"Daum B, Vonck J, Bellack A, Chaudhury P, Reichelt R, Albers SV, Rachel R, Kuhlbrandt W",2017,Elife
EMD-3760,REL,Sub-tomogram average of polar cap-associated hexameric protein array from Pyrococcus furiosus,Daum B,6/13/2017,7/12/2017,49,subtomogramAveraging,GATAN K2 SUMMIT (4k x 4k),Gatan Tridem,,"Daum B, Vonck J, Bellack A, Chaudhury P, Reichelt R, Albers SV, Rachel R, Kuhlbrandt W",2017,Elife
EMD-3761,REL,Cryo-EM structure of the TOM core complex from Neurospora crassa,"Bausewein T, Mills DJ, Nussberger S, Nitschke B, Kuehlbrandt W",6/13/2017,8/16/2017,6.8,singleParticle,GATAN K2 SUMMIT (4k x 4k),,5o8o,"Bausewein T, Mills DJ, Langer JD, Nitschke B, Nussberger S, Kuhlbrandt W",2017,Cell
EMD-3762,REL,Sub-tomogram average of the cytosolic yeast ribosome associated with mitochondria,"Gold VAM, Chroscicki P, Bragoszewski P, Chacinska A",6/14/2017,8/30/2017,38,subtomogramAveraging,GATAN K2 SUMMIT (4k x 4k),,,"Gold VA, Chroscicki P, Bragoszewski P, Chacinska A",2017,EMBO Rep
EMD-3763,REL,Sub-tomogram average of cytosolic yeast polysomes associated with mitochondria,"Gold VAM, Chroscicki P, Bragoszewski P, Chacinska A",6/14/2017,8/30/2017,46,subtomogramAveraging,GATAN K2 SUMMIT (4k x 4k),,,"Gold VA, Chroscicki P, Bragoszewski P, Chacinska A",2017,EMBO Rep
EMD-3764,REL,Sub-tomogram average of cytosolic yeast ribosomes associated with ER vesicles,"Gold VAM, Chroscicki P, Bragoszewski P, Chacinska A",6/14/2017,8/30/2017,44,subtomogramAveraging,GATAN K2 SUMMIT (4k x 4k),,,"Gold VA, Chroscicki P, Bragoszewski P, Chacinska A",2017,EMBO Rep
EMD-3765,REL,Structure of nucleosome-Chd1 complex,"Farnung L, Vos SM, Wigge C, Cramer P",6/19/2017,10/11/2017,4.8,singleParticle,GATAN K2 SUMMIT (4k x 4k),GIF Quantum,5o9g,"Farnung L, Vos SM, Wigge C, Cramer P",2017,Nature
EMD-3766,REL,Cryo-EM structure of a pre-catalytic human spliceosome primed for activation (B complex),Bertram K,6/20/2017,8/16/2017,4.5,singleParticle,FEI FALCON III (4k x 4k),,5o9z,"Bertram K, Agafonov DE, Dybkov O, Haselbach D, Leelaram MN, Will CL, Urlaub H, Kastner B, Luhrmann R, Stark H",2017,Cell
EMD-3767,REL,Cryo-EM structure of a pre-catalytic human spliceosome primed for activation (B complex)  5.4A Map,Bertram K,6/20/2017,8/16/2017,4.5,singleParticle,FEI FALCON III (4k x 4k),,,"Bertram K, Agafonov DE, Dybkov O, Haselbach D, Leelaram MN, Will CL, Urlaub H, Kastner B, Luhrmann R, Stark H",2017,Cell
EMD-3768,REL,Cryo-EM structure of a pre-catalytic human spliceosome primed for activation (B complex). Unmasked refinement  sharpened map,Bertram K,6/20/2017,8/16/2017,4.5,singleParticle,FEI FALCON III (4k x 4k),,,"Bertram K, Agafonov DE, Dybkov O, Haselbach D, Leelaram MN, Will CL, Urlaub H, Kastner B, Luhrmann R, Stark H",2017,Cell
EMD-3769,REL,Cryo-EM structure of a pre-catalytic human spliceosome primed for activation (B complex). Unmasked refinement  NON-sharpened map,Bertram K,6/20/2017,8/16/2017,9.9,singleParticle,FEI FALCON III (4k x 4k),,,"Bertram K, Agafonov DE, Dybkov O, Haselbach D, Leelaram MN, Will CL, Urlaub H, Kastner B, Luhrmann R, Stark H",2017,Cell
EMD-3770,REL,Human 40S-eIF2D-re-initiation complex,"Weisser M, Schaefer T, Leibundgut M, Boehringer D, Aylett CHS, Ban N",6/20/2017,8/9/2017,4.2,singleParticle,FEI FALCON II (4k x 4k),,5oa3,"Weisser M, Schafer T, Leibundgut M, Bohringer D, Aylett CHS, Ban N",2017,Mol Cell
EMD-3771,REL,Three-dimensional reconstruction of FLiP virion,"De Colibus L, Gillum A, Stuart DI, Huiskonen JT",6/21/2017,7/26/2017,4,singleParticle,GATAN K2 SUMMIT (4k x 4k),GIF Quantum LS,5oac,"Laanto E, Mantynen S, De Colibus L, Marjakangas J, Gillum A, Stuart DI, Ravantti JJ, Huiskonen JT, Sundberg LR",2017,Proc Natl Acad Sci USA
EMD-3772,REL,hINO80 core complex,"Aramayo RJ, Willhoft O, Ayala R, Bythell-Douglas R, Wigley D, Zhang X",6/21/2017,12/13/2017,9.6,singleParticle,"FEI FALCON II (4k x 4k),GATAN K2 SUMMIT (4k x 4k)",,,"Aramayo RJ, Willhoft O, Ayala R, Bythell-Douglas R, Wigley DB, Zhang X",2018,Nat Struct Mol Biol
EMD-3773,REL,High resolution INO80 core complex,"Aramayo RJ, Bythell-Douglas R, Ayala R, Willhoft O, Wigley D, Zhang X",6/21/2017,12/13/2017,4.1,singleParticle,GATAN K2 SUMMIT (4k x 4k),,5oaf,"Aramayo RJ, Willhoft O, Ayala R, Bythell-Douglas R, Wigley DB, Zhang X",2018,Nat Struct Mol Biol
